early_num_events,early_num_unique_activities,early_observed_hours,early_avg_waiting_time_hours,early_median_waiting_time_hours,early_max_waiting_time_hours,early_total_waiting_time_hours,early_num_waits_over_24h,early_activity_a_accepted,early_activity_a_cancelled,early_activity_a_complete,early_activity_a_concept,early_activity_a_create_application,early_activity_a_denied,early_activity_a_incomplete,early_activity_a_pending,early_activity_a_submitted,early_activity_a_validating,early_activity_o_accepted,early_activity_o_cancelled,early_activity_o_create_offer,early_activity_o_created,early_activity_o_refused,early_activity_o_returned,early_activity_o_sent_mail_and_online,early_activity_o_sent_online_only,early_activity_w_assess_potential_fraud,early_activity_w_call_after_offers,early_activity_w_call_incomplete_files,early_activity_w_complete_application,early_activity_w_handle_leads,early_activity_w_shortened_completion_,early_activity_w_validate_application,delay_probability,actual_delayed,risk_segment
29,14,145.7451525,5.205184017857143,0.0008327777777777779,70.6219088888889,145.74515250000002,2,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,4,5,3,0,0,7,0.048827454,1,low
26,14,119.93635833333333,4.7974543333333335,0.001343611111111111,93.68425638888888,119.93635833333333,2,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,6,0,5,2,0,3,0.020106265,0,low
18,11,104.39085555555556,6.140638562091503,0.0001586111111111111,95.53563361111111,104.39085555555555,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.15304755,0,low
21,11,81.93147111111111,4.096573555555556,0.007349166666666667,34.616145,81.93147111111111,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,8,2,0,0,0.48738706,0,critical
18,11,136.94347222222223,8.055498366013072,0.0003497222222222222,116.44435666666666,136.94347222222223,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.32330412,0,medium
21,11,120.51848722222222,6.0259243611111115,0.003165972222222222,86.87048277777778,120.51848722222223,2,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,9,0,3,0,0,0,0.005650644,0,low
19,11,134.35745833333334,7.464303240740741,0.004285833333333333,95.83200861111112,134.35745833333334,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.39487898,0,medium
25,11,110.69759694444444,4.6123998726851845,0.005116388888888889,93.34908277777777,110.69759694444443,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,5,0,7,2,0,0,0.3700097,0,medium
20,11,132.6443847222222,6.981283406432748,0.009426666666666667,97.3082686111111,132.6443847222222,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,2,0,0,0.3538501,1,medium
20,11,108.44245055555555,5.707497397660819,0.006118055555555555,92.11891472222221,108.44245055555555,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,2,0,0,0.2154407,0,low
15,9,101.18821638888889,7.2277297420634925,8.138888888888889e-05,100.65851111111111,101.18821638888889,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.11540373,0,low
16,9,95.23649916666666,6.349099944444444,0.00036722222222222223,93.54366527777778,95.23649916666666,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,4,0,0,0,0.118610255,0,low
21,11,143.29488305555557,7.164744152777779,0.005606666666666666,119.02548277777778,143.29488305555557,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,6,2,0,0,0.3447317,1,medium
32,16,140.06519944444443,4.5182322401433685,0.0011258333333333333,92.03168472222222,140.06519944444443,2,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,6,5,5,2,0,3,0.04887973,0,low
21,12,144.5708177777778,7.228540888888889,0.0001897222222222222,95.92548000000001,144.5708177777778,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,6,0,3,0,0,3,0.036083993,0,low
25,14,88.99343416666667,3.708059756944445,0.0013855555555555557,71.89968111111112,88.99343416666667,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,4,0,6,2,0,3,0.013033715,0,low
27,14,159.8849997222222,6.149423066239317,0.001900138888888889,117.35962611111111,159.88499972222223,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,6,0,5,3,0,3,0.024454018,0,low
25,14,161.59561222222223,6.73315050925926,0.0028702777777777776,96.34214361111111,161.59561222222223,2,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,6,0,4,2,0,3,0.021459129,0,low
21,11,133.18114416666666,6.659057208333333,0.001404027777777778,83.70457166666667,133.18114416666666,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,6,2,0,0,0.38269225,1,medium
18,11,109.96275333333334,6.46839725490196,0.00034722222222222224,94.66872777777778,109.96275333333332,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.19708249,0,low
40,19,140.76863555555556,3.609452193732194,8.777777777777778e-05,67.67831694444445,140.76863555555556,3,1,0,1,1,1,0,1,1,1,2,1,1,2,2,0,1,2,0,0,4,4,3,2,0,9,0.0021296912,0,low
19,11,142.3168036111111,7.906489089506173,0.0034093055555555556,94.88789916666666,142.3168036111111,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.41194162,0,high
15,9,93.41004638888889,6.67214617063492,6.972222222222221e-05,93.31194777777777,93.41004638888889,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.11524503,1,low
23,11,134.96882194444444,6.134946452020202,0.010342083333333333,94.20660916666667,134.96882194444444,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,8,2,0,0,0.39725858,0,medium
29,12,140.53896194444445,5.019248640873016,0.005418888888888889,95.06025388888888,140.53896194444445,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,6,0,11,0,0,3,0.027511109,0,low
19,11,160.66835027777776,8.926019459876542,0.0034590277777777774,116.95216,160.66835027777776,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.35093334,0,medium
18,11,131.3941388888889,7.729066993464052,0.00041638888888888894,110.50433416666667,131.39413888888888,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.24329782,0,medium
17,9,109.93293083333333,6.870808177083333,0.0018184722222222222,94.13550083333334,109.93293083333333,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,5,0,0,0,0.15459599,0,low
7,3,166.88531277777778,27.814218796296302,0.015433472222222223,166.67928333333336,166.8853127777778,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.6508602,1,critical
20,11,58.12394944444444,3.0591552339181285,0.0005711111111111111,49.169357777777776,58.12394944444444,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,3,0,4,2,0,0,0.4057528,1,medium
20,11,48.3156625,2.542929605263158,0.004754722222222223,43.69416527777778,48.3156625,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,7,2,0,0,0.41864455,1,high
16,11,31.35325027777778,2.0902166851851853,5.6388888888888896e-05,30.88607888888889,31.35325027777778,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,3,2,0,0,0.372094,1,medium
31,14,163.59228833333333,5.453076277777778,9.263888888888888e-05,63.61944888888889,163.59228833333333,3,1,0,1,1,1,0,1,0,0,2,0,0,1,1,0,1,1,0,0,4,6,3,0,0,7,0.020947212,0,low
25,14,160.8704111111111,6.702933796296296,8.611111111111112e-06,154.5900388888889,160.8704111111111,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,6,0,3,0,0,5,0.0022482933,0,low
18,11,121.07880916666666,7.122282892156862,0.00016416666666666665,90.75422916666666,121.07880916666666,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.42938688,1,high
20,11,142.9772238888889,7.525117046783626,0.006307222222222222,95.86751555555556,142.9772238888889,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,2,0,0,0.4365271,0,high
25,11,133.01392222222222,5.5422467592592595,0.005088333333333334,118.95330972222222,133.01392222222222,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,9,3,0,0,0.22649233,0,low
16,11,62.79420138888889,4.186280092592592,0.0003958333333333333,62.47669333333333,62.79420138888889,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,3,2,0,0,0.3680526,0,medium
15,9,125.43791944444445,8.95985138888889,8.972222222222222e-05,125.05471194444443,125.43791944444445,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.12452017,0,low
19,11,90.34444388888889,5.0191357716049385,0.004864583333333334,74.42200583333334,90.34444388888889,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.15986417,0,low
19,11,155.81705805555555,8.656503225308642,0.003252361111111111,111.32472527777777,155.81705805555555,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.36185613,1,medium
17,11,88.31882472222222,5.5199265451388895,0.00023958333333333335,65.32709694444445,88.31882472222223,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,4,2,0,0,0.3491178,0,medium
21,11,151.46642916666667,7.573321458333334,0.002063472222222222,99.47000416666667,151.46642916666667,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,7,0,4,2,0,0,0.42449048,1,high
17,11,90.62160944444445,5.663850590277778,0.00011944444444444445,90.4260625,90.62160944444445,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,2,2,0,0,0.13296814,0,low
24,11,165.24193027777778,7.18443175120773,0.005534444444444444,77.02124972222222,165.24193027777778,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,10,3,0,0,0.45637962,1,high
15,9,48.213210833333335,3.443800773809524,0.00019777777777777778,48.14075027777778,48.213210833333335,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,5,0,0,0,0.2603024,0,medium
15,9,91.86313472222221,6.561652480158729,9.180555555555556e-05,91.6868436111111,91.86313472222221,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.11920656,0,low
18,9,91.41013916666667,5.377067009803921,3.3333333333333333e-06,91.11026444444444,91.41013916666665,1,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,5,0,3,0,0,0,0.1236062,0,low
19,11,115.42044388888888,6.41224688271605,0.003427777777777778,92.65807722222222,115.4204438888889,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.3822841,0,medium
18,11,126.22716222222222,7.425127189542485,0.00018166666666666667,103.79316250000001,126.22716222222223,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.3756225,0,medium
17,11,108.09180083333334,6.755737552083333,0.00012180555555555556,93.64198138888888,108.09180083333332,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,2,2,0,0,0.14416456,0,low
18,11,163.18028638888887,9.598840375816994,0.000485,96.98785194444444,163.1802863888889,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.4701757,0,critical
18,11,136.72847972222223,8.042851748366013,0.00023694444444444444,95.43336388888889,136.72847972222223,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.4121118,1,high
21,13,95.32855277777777,4.766427638888889,0.0002491666666666667,62.29987,95.32855277777777,2,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,4,0,5,2,0,0,0.00095434696,0,low
24,14,158.13614944444444,6.875484758454106,0.00022805555555555554,95.17157277777778,158.13614944444444,2,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,6,0,3,2,0,3,0.022294989,0,low
23,12,167.95160333333334,7.634163787878788,0.0025443055555555557,123.9431325,167.95160333333334,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,6,0,5,0,0,3,0.0488706,0,low
27,11,90.04603055555556,3.4633088675213677,0.012855138888888888,47.52599027777778,90.04603055555556,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,14,2,0,0,0.4810036,0,critical
20,11,125.16100277777777,6.58742119883041,0.00019305555555555555,97.9973825,125.16100277777778,2,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,5,0,2,2,0,0,0.40415186,1,medium
16,11,44.00567111111111,2.9337114074074075,0.0002138888888888889,43.88586416666667,44.00567111111111,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,3,2,3,0,0.010577174,0,low
22,14,109.2470025,5.202238214285714,3.888888888888889e-06,64.57360166666666,109.2470025,2,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,4,0,3,0,0,4,0.0021579836,0,low
20,11,122.72214833333334,6.459060438596491,0.0014525,97.2635786111111,122.72214833333332,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,7,0,3,2,0,0,0.4219081,0,high
18,11,70.34180222222223,4.137753071895425,0.0001286111111111111,70.10550555555555,70.34180222222221,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,3,0,2,2,0,0,0.3274862,0,medium
16,9,67.64647138888888,4.509764759259259,0.0004913888888888889,42.359834166666666,67.64647138888888,2,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,6,0,0,0,0.2602125,0,medium
18,5,126.32435555555556,7.430844444444444,0.020941388888888888,98.18268472222222,126.32435555555556,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0.5815228,0,critical
15,9,92.5612336111111,6.611516686507936,0.00021541666666666668,92.32703638888889,92.5612336111111,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.12504911,0,low
17,11,120.2664825,7.516655156250001,0.00018125,93.98034666666668,120.26648250000001,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,2,2,0,0,0.36607018,0,medium
15,9,119.03247833333334,8.502319880952381,0.00021222222222222223,118.82186111111112,119.03247833333334,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.14059514,0,low
38,16,147.33085472222223,3.981914992492492,0.0003444444444444444,71.99408166666666,147.3308547222222,2,1,0,1,1,1,0,1,1,0,2,1,0,1,1,0,1,1,0,0,4,6,3,0,0,12,0.0010458819,0,low
19,11,164.9862325,9.165901805555556,0.003810277777777778,102.79396,164.9862325,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.3798595,0,medium
15,9,91.75578444444444,6.553984603174603,0.00017680555555555554,91.19118222222222,91.75578444444444,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.12821811,0,low
22,11,105.27278749999999,5.012989880952381,0.0024258333333333337,92.19433527777778,105.2727875,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,7,2,0,0,0.15528773,0,low
33,14,166.97477944444444,5.217961857638889,0.005155,138.34506055555556,166.97477944444444,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,6,5,3,0,0,9,0.033587903,0,low
16,11,89.46728,5.964485333333333,7.38888888888889e-05,89.30742722222223,89.46728,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,3,2,0,0,0.3331701,0,medium
28,11,142.54612277777778,5.279486028806584,0.018504444444444445,49.421775833333335,142.54612277777778,3,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,15,2,0,0,0.5175631,0,critical
29,12,91.9722736111111,3.284724057539683,0.0029720833333333335,85.64394861111111,91.97227361111112,1,1,0,1,1,1,0,0,0,1,0,0,1,3,3,0,0,2,0,0,5,0,8,2,0,0,0.16616249,0,low
17,11,135.30676111111111,8.456672569444445,0.00010055555555555555,116.34945555555555,135.30676111111111,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,2,2,0,0,0.30958346,1,medium
15,9,94.66894611111111,6.7620675793650795,0.0001751388888888889,94.51014722222223,94.66894611111111,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.11365342,0,low
21,11,158.06680999999998,7.9033405000000005,0.00044763888888888886,119.75264444444446,158.06681,2,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,5,0,3,2,0,0,0.38570923,0,medium
21,11,73.59742,3.679871,0.0016641666666666667,49.34088083333334,73.59742,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,7,3,0,0,0.4763909,0,critical
23,11,104.8786063888889,4.767209381313131,0.008357638888888888,94.55970305555554,104.87860638888887,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,7,3,0,0,0.16339242,0,low
20,11,109.57480027777778,5.767094751461988,0.0003094444444444445,93.32085416666666,109.57480027777777,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,3,0,0,0.21793008,0,low
15,9,91.18749,6.513392142857143,0.00019069444444444445,90.86932972222222,91.18749,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.15395997,0,low
18,9,44.10085222222222,2.594167777777778,0.00038416666666666666,28.45385472222222,44.10085222222222,1,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,5,0,3,0,0,0,0.17913173,1,low
21,11,112.43111722222223,5.621555861111111,0.00421236111111111,91.83806944444444,112.43111722222223,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,3,0,0,0.4324374,1,high
26,11,163.79656694444444,6.551862677777778,0.0012097222222222223,90.1671913888889,163.79656694444444,2,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,7,0,5,3,0,0,0.51071554,1,critical
19,11,166.19647055555555,9.233137253086419,0.0029854166666666666,93.41093722222223,166.19647055555555,3,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.46335426,0,critical
30,11,142.9406438888889,4.928987720306514,0.0067333333333333325,94.48147361111111,142.9406438888889,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,14,3,0,0,0.39500216,0,medium
20,11,98.65575472222223,5.192408143274854,0.002758333333333333,53.95643138888889,98.65575472222221,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,7,2,0,0,0.47723812,1,critical
23,12,110.90452555555557,5.041114797979797,0.004035972222222222,88.03388194444443,110.90452555555554,1,1,0,1,1,1,0,0,0,1,0,0,1,2,2,0,0,1,0,0,5,0,5,2,0,0,0.34741923,0,medium
21,11,129.02337416666666,6.451168708333334,0.001554722222222222,89.00970972222223,129.02337416666668,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,6,2,0,0,0.43518877,1,high
16,9,96.17580944444444,6.411720629629629,0.00015749999999999998,76.33282166666666,96.17580944444444,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,6,0,0,0,0.25184372,0,medium
19,11,107.27097027777778,5.9594983487654325,0.00022097222222222223,91.94897666666667,107.27097027777778,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,3,0,0,0.17547546,0,low
18,11,122.01506,7.177356470588236,0.00033,96.9420925,122.01506,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.41245684,1,high
22,11,141.80789333333334,6.752756825396825,0.0021966666666666666,70.87115583333333,141.80789333333334,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,8,3,0,0,0.5166174,0,critical
36,11,161.09445916666667,4.602698833333334,0.005622777777777778,93.30981083333334,161.0944591666667,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,21,2,0,0,0.46660832,0,critical
33,17,146.5775575,4.580548671875,0.0010881944444444444,92.35773333333334,146.5775575,2,1,0,1,1,1,0,1,0,1,1,0,1,2,2,0,1,1,0,0,6,5,3,2,0,3,0.058954775,1,low
18,11,140.43792944444445,8.261054673202615,0.00031388888888888883,96.93737027777777,140.43792944444445,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,5,2,0,0,0.52958983,1,critical
27,14,152.54010055555554,5.866926944444445,0.00018125,95.76849916666667,152.54010055555557,2,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,6,5,3,0,0,3,0.06534346,0,low
17,12,34.089558333333336,2.1305973958333335,0.00025708333333333334,34.00564305555556,34.089558333333336,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,1,2,3,0,0.2688525,1,medium
36,16,144.31055583333332,4.123158738095238,0.00015083333333333333,93.64663138888889,144.31055583333335,1,1,0,1,1,1,0,1,1,0,2,1,0,1,1,0,1,1,0,0,6,6,4,0,0,7,0.0011560693,0,low
26,11,161.01707444444443,6.440682977777778,0.010993055555555556,98.69537777777778,161.01707444444443,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,7,0,9,2,0,0,0.41877225,0,high
18,11,106.6031375,6.270772794117646,0.00032555555555555555,87.53456527777777,106.60313749999999,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.14640279,0,low
15,9,91.49680444444444,6.535486031746031,0.00021486111111111112,91.38378666666667,91.49680444444444,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5,0,3,0,0,0,0.18286318,0,low
19,11,132.87459777777778,7.381922098765433,0.0034255555555555554,95.04417777777778,132.87459777777778,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.3941152,0,medium
18,11,103.71527,6.1008982352941175,0.00015638888888888888,92.86685666666666,103.71527,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.15787329,0,low
21,11,153.29133916666666,7.664566958333334,0.009435833333333334,85.18819277777779,153.2913391666667,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,6,2,0,0,0.4038187,0,medium
18,11,92.51440833333334,5.442024019607843,0.00034055555555555553,91.78663055555556,92.51440833333334,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.15053768,0,low
18,11,146.13022333333333,8.595895490196076,0.00031222222222222225,99.99279499999999,146.1302233333333,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.43165997,1,high
19,11,137.80857527777778,7.656031959876543,0.0016901388888888888,113.60422166666666,137.80857527777778,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,3,0,0,0.30848506,0,medium
22,14,101.37088194444443,4.827184854497355,0.0002658333333333333,68.76549138888889,101.37088194444445,2,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,4,0,3,2,0,3,0.012871488,0,low
16,11,95.27403305555555,6.351602203703703,5.555555555555556e-05,94.98116277777777,95.27403305555555,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,3,2,0,0,0.38248864,1,medium
18,9,100.74011583333333,5.925889166666666,0.00042027777777777777,91.26458083333333,100.74011583333332,1,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,5,0,3,0,0,0,0.16267352,1,low
24,14,141.90393305555554,6.169736219806764,0.0002458333333333333,100.26236416666667,141.90393305555557,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,6,0,3,2,0,3,0.028797353,0,low
26,14,167.87204916666667,6.714881966666667,0.0054733333333333335,95.79423333333332,167.87204916666667,2,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,6,0,5,2,0,3,0.022738747,0,low
18,11,94.0504313888889,5.532378316993465,0.00019388888888888887,86.56822861111112,94.0504313888889,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.14745802,0,low
19,11,96.04909138888888,5.33606063271605,0.0002654166666666667,91.67303833333334,96.0490913888889,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.13222447,0,low
21,11,108.66512388888889,5.433256194444445,0.0023570833333333334,85.90671083333334,108.66512388888889,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,6,2,0,0,0.18972406,0,low
17,9,125.61776583333334,7.851110364583333,0.0023059722222222223,100.47477416666666,125.61776583333332,2,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,5,0,0,0,0.26532286,0,medium
24,12,164.22455277777777,7.140197946859903,0.0006425000000000001,67.76130666666667,164.22455277777777,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,0,6,0,0,5,0.014859132,0,low
19,11,47.89648416666667,2.660915787037037,9.041666666666666e-05,47.75468194444445,47.89648416666667,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,3,0,3,2,0,0,0.4082238,1,medium
15,9,91.7060811111111,6.550434365079366,7.736111111111111e-05,91.59679472222223,91.70608111111112,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.11675685,1,low
21,11,65.72525250000001,3.2862626250000004,0.0003586111111111111,64.76000083333334,65.72525250000001,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,5,0,3,2,0,0,0.1806135,0,low
18,11,120.4142911111111,7.083193594771242,0.00029833333333333334,92.39303777777778,120.41429111111111,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.41513172,0,high
20,11,140.31356666666667,7.384924561403509,0.0020083333333333333,94.37572444444444,140.31356666666667,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,2,0,0,0.43287712,0,high
29,14,164.2971275,5.867754553571428,0.0007468055555555556,92.00012749999999,164.2971275,2,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,6,7,3,0,0,3,0.034638263,0,low
18,9,96.66088416666668,5.6859343627450984,0.003407777777777778,93.64664944444445,96.66088416666668,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,6,0,0,0,0.09826315,0,low
